26.07.22;18:47;1005179687;start;0.438
26.07.22;18:51;1005179687;start;0.354
26.07.22;19:16;1005179687;display_schedule_route;0.668
26.07.22;19:16;1005179687;Домой;0.669
26.07.22;19:17;1005179687;display_schedule_route;0.604
26.07.22;19:17;1005179687;Домой;0.605
26.07.22;19:22;1005179687;current_datetime_today;0.0
26.07.22;19:22;1005179687;current_datetime_today;0.001
26.07.22;19:22;1005179687;flight;0.070
26.07.22;19:22;1005179687;flight;0.090
26.07.22;19:22;1005179687;flight;0.064
26.07.22;19:22;1005179687;schedule_route;0.228
26.07.22;19:22;1005179687;current_datetime_today;0.000
26.07.22;19:22;1005179687;flight;0.047
26.07.22;19:22;1005179687;flight;0.045
26.07.22;19:22;1005179687;flight;0.045
26.07.22;19:22;1005179687;schedule_route;0.145
26.07.22;19:22;1005179687;current_datetime_today;0.000
26.07.22;19:22;1005179687;flight;0.032
26.07.22;19:22;1005179687;flight;0.031
26.07.22;19:22;1005179687;flight;0.037
26.07.22;19:22;1005179687;schedule_route;0.108
26.07.22;19:22;1005179687;display_schedule_route;0.765
26.07.22;19:22;1005179687;Домой;0.766
26.07.22;19:22;1005179687;current_datetime_today;0.000
26.07.22;19:22;1005179687;current_datetime_today;0.0
26.07.22;19:22;1005179687;flight;0.063
26.07.22;19:22;1005179687;flight;0.061
26.07.22;19:22;1005179687;flight;0.065
26.07.22;19:22;1005179687;schedule_route;0.195
26.07.22;19:22;1005179687;current_datetime_today;0.001
26.07.22;19:22;1005179687;flight;0.043
26.07.22;19:22;1005179687;flight;0.046
26.07.22;19:22;1005179687;flight;0.046
26.07.22;19:22;1005179687;schedule_route;0.148
26.07.22;19:22;1005179687;current_datetime_today;0.0
26.07.22;19:22;1005179687;flight;0.071
26.07.22;19:22;1005179687;flight;0.032
26.07.22;19:22;1005179687;flight;0.045
26.07.22;19:22;1005179687;schedule_route;0.152
26.07.22;19:22;1005179687;display_schedule_route;0.662
26.07.22;19:22;1005179687;Домой;0.662
26.07.22;19:23;1005179687;current_datetime_today;0.000
26.07.22;19:23;1005179687;current_datetime_today;0.000
26.07.22;19:23;1005179687;flight;0.062
26.07.22;19:23;1005179687;flight;0.063
26.07.22;19:23;1005179687;flight;0.062
26.07.22;19:23;1005179687;schedule_route;0.192
26.07.22;19:23;1005179687;current_datetime_today;0.000
26.07.22;19:23;1005179687;flight;0.045
26.07.22;19:23;1005179687;flight;0.047
26.07.22;19:23;1005179687;flight;0.048
26.07.22;19:23;1005179687;schedule_route;0.144
26.07.22;19:23;1005179687;current_datetime_today;0.001
26.07.22;19:23;1005179687;flight;0.045
26.07.22;19:23;1005179687;flight;0.047
26.07.22;19:23;1005179687;flight;0.031
26.07.22;19:23;1005179687;schedule_route;0.127
26.07.22;19:23;1005179687;display_schedule_route;0.689
26.07.22;19:23;1005179687;Домой;0.689
26.07.22;19:24;1005179687;current_datetime_today;0.000
26.07.22;19:24;1005179687;current_datetime_today;0.0
26.07.22;19:24;1005179687;flight;0.050
26.07.22;19:24;1005179687;flight;0.051
26.07.22;19:24;1005179687;flight;0.052
26.07.22;19:24;1005179687;schedule_route;0.169
26.07.22;19:24;1005179687;current_datetime_today;0.0
26.07.22;19:24;1005179687;flight;0.036
26.07.22;19:24;1005179687;flight;0.037
26.07.22;19:24;1005179687;flight;0.037
26.07.22;19:24;1005179687;schedule_route;0.127
26.07.22;19:24;1005179687;current_datetime_today;0.0
26.07.22;19:24;1005179687;flight;0.025
26.07.22;19:24;1005179687;flight;0.026
26.07.22;19:24;1005179687;flight;0.027
26.07.22;19:24;1005179687;schedule_route;0.092
26.07.22;19:24;1005179687;display_schedule_route;0.646
26.07.22;19:24;1005179687;Домой;0.647
26.07.22;19:25;1005179687;current_datetime_today;0.0
26.07.22;19:25;1005179687;current_datetime_today;0.0
26.07.22;19:25;1005179687;flight;0.052
26.07.22;19:25;1005179687;flight;0.054
26.07.22;19:25;1005179687;flight;0.057
26.07.22;19:25;1005179687;schedule_route;0.168
26.07.22;19:25;1005179687;current_datetime_today;0.0
26.07.22;19:25;1005179687;flight;0.037
26.07.22;19:25;1005179687;flight;0.037
26.07.22;19:25;1005179687;flight;0.045
26.07.22;19:25;1005179687;schedule_route;0.123
26.07.22;19:25;1005179687;current_datetime_today;0.000
26.07.22;19:25;1005179687;flight;0.036
26.07.22;19:25;1005179687;flight;0.032
26.07.22;19:25;1005179687;flight;0.029
26.07.22;19:25;1005179687;schedule_route;0.102
26.07.22;19:25;1005179687;display_schedule_route;0.720
26.07.22;19:25;1005179687;Домой;0.721
26.07.22;19:25;1005179687;current_datetime_today;0.0
26.07.22;19:25;1005179687;current_datetime_today;0.000
26.07.22;19:25;1005179687;flight;0.052
26.07.22;19:25;1005179687;flight;0.051
26.07.22;19:25;1005179687;flight;0.051
26.07.22;19:25;1005179687;schedule_route;0.158
26.07.22;19:25;1005179687;current_datetime_today;0.001
26.07.22;19:25;1005179687;flight;0.039
26.07.22;19:25;1005179687;flight;0.037
26.07.22;19:25;1005179687;flight;0.039
26.07.22;19:25;1005179687;schedule_route;0.120
26.07.22;19:25;1005179687;current_datetime_today;0.0
26.07.22;19:25;1005179687;flight;0.028
26.07.22;19:25;1005179687;flight;0.027
26.07.22;19:25;1005179687;flight;0.026
26.07.22;19:25;1005179687;schedule_route;0.087
26.07.22;19:25;1005179687;display_schedule_route;0.475
26.07.22;19:25;1005179687;Домой;0.476
26.07.22;19:25;1005179687;current_datetime_today;0.000
26.07.22;19:25;1005179687;current_datetime_today;0.000
26.07.22;19:25;1005179687;flight;0.051
26.07.22;19:25;1005179687;flight;0.051
26.07.22;19:25;1005179687;flight;0.055
26.07.22;19:25;1005179687;schedule_route;0.164
26.07.22;19:25;1005179687;current_datetime_today;0.000
26.07.22;19:25;1005179687;flight;0.042
26.07.22;19:25;1005179687;flight;0.037
26.07.22;19:25;1005179687;flight;0.042
26.07.22;19:25;1005179687;schedule_route;0.125
26.07.22;19:25;1005179687;current_datetime_today;0.0
26.07.22;19:25;1005179687;flight;0.026
26.07.22;19:25;1005179687;flight;0.026
26.07.22;19:25;1005179687;flight;0.025
26.07.22;19:25;1005179687;schedule_route;0.081
26.07.22;19:25;1005179687;display_schedule_route;0.632
26.07.22;19:25;1005179687;Домой;0.632
26.07.22;19:25;1005179687;current_datetime_today;0.001
26.07.22;19:25;1005179687;current_datetime_today;0.000
26.07.22;19:25;1005179687;flight;0.062
26.07.22;19:25;1005179687;flight;0.063
26.07.22;19:25;1005179687;flight;0.067
26.07.22;19:25;1005179687;schedule_route;0.197
26.07.22;19:25;1005179687;current_datetime_today;0.0
26.07.22;19:25;1005179687;flight;0.061
26.07.22;19:25;1005179687;flight;0.050
26.07.22;19:25;1005179687;flight;0.052
26.07.22;19:25;1005179687;schedule_route;0.168
26.07.22;19:25;1005179687;current_datetime_today;0.001
26.07.22;19:25;1005179687;flight;0.030
26.07.22;19:25;1005179687;flight;0.034
26.07.22;19:25;1005179687;flight;0.031
26.07.22;19:25;1005179687;schedule_route;0.102
26.07.22;19:25;1005179687;display_schedule_route;0.749
26.07.22;19:25;1005179687;Домой;0.750
26.07.22;19:26;1005179687;current_datetime_today;0.001
26.07.22;19:26;1005179687;current_datetime_today;0.000
26.07.22;19:26;1005179687;flight;0.002
26.07.22;19:26;1005179687;flight;0.001
26.07.22;19:26;1005179687;flight;0.001
26.07.22;19:26;1005179687;schedule_route;0.009
26.07.22;19:26;1005179687;current_datetime_today;0.000
26.07.22;19:26;1005179687;flight;0.000
26.07.22;19:26;1005179687;flight;0.001
26.07.22;19:26;1005179687;flight;0.001
26.07.22;19:27;1005179687;current_datetime_today;0.000
26.07.22;19:27;1005179687;current_datetime_today;0.0
26.07.22;19:27;1005179687;flight;0.001
26.07.22;19:27;1005179687;flight;0.000
26.07.22;19:27;1005179687;flight;0.000
26.07.22;19:27;1005179687;schedule_route;0.006
26.07.22;19:27;1005179687;current_datetime_today;0.0
26.07.22;19:27;1005179687;flight;0.001
26.07.22;19:27;1005179687;flight;0.001
26.07.22;19:27;1005179687;flight;0.001
26.07.22;19:27;1005179687;schedule_route;0.004
26.07.22;19:27;1005179687;current_datetime_today;0.0
26.07.22;19:27;1005179687;flight;0.000
26.07.22;19:27;1005179687;flight;0.0
26.07.22;19:27;1005179687;flight;0.000
26.07.22;19:27;1005179687;schedule_route;0.003
26.07.22;19:27;1005179687;display_schedule_route;0.274
26.07.22;19:27;1005179687;Домой;0.274
26.07.22;19:27;1005179687;current_datetime_today;0.0
26.07.22;19:27;1005179687;current_datetime_today;0.001
26.07.22;19:27;1005179687;flight;0.001
26.07.22;19:27;1005179687;flight;0.002
26.07.22;19:27;1005179687;flight;0.001
26.07.22;19:27;1005179687;schedule_route;0.006
26.07.22;19:27;1005179687;current_datetime_today;0.0
26.07.22;19:27;1005179687;flight;0.000
26.07.22;19:27;1005179687;flight;0.001
26.07.22;19:27;1005179687;flight;0.000
26.07.22;19:27;1005179687;schedule_route;0.005
26.07.22;19:27;1005179687;current_datetime_today;0.000
26.07.22;19:27;1005179687;flight;0.000
26.07.22;19:27;1005179687;flight;0.000
26.07.22;19:27;1005179687;flight;0.000
26.07.22;19:27;1005179687;schedule_route;0.005
26.07.22;19:27;1005179687;display_schedule_route;0.137
26.07.22;19:27;1005179687;Домой;0.138
26.07.22;19:28;1005179687;current_datetime_today;0.0
26.07.22;19:28;1005179687;current_datetime_today;0.0
26.07.22;19:28;1005179687;flight;0.002
26.07.22;19:28;1005179687;flight;0.001
26.07.22;19:28;1005179687;flight;0.001
26.07.22;19:28;1005179687;schedule_route;0.005
26.07.22;19:28;1005179687;current_datetime_today;0.0
26.07.22;19:28;1005179687;flight;0.000
26.07.22;19:28;1005179687;flight;0.001
26.07.22;19:28;1005179687;flight;0.001
26.07.22;19:28;1005179687;schedule_route;0.006
